1;5462;1;61;7.09.2021 00:00
2;3703;1;73;6.11.2024 00:00
3;4342;1;94;5.02.2023 00:00
4;1428;1;93;1.07.2023 00:00
5;2417;1;66;7.09.2024 00:00
6;6720;1;65;23.11.2024 00:00
7;1007;1;61;9.10.2024 00:00
8;2435;1;54;9.04.2021 00:00
9;4309;1;50;14.07.2021 00:00
10;3363;1;86;2.12.2021 00:00
11;4056;1;69;21.12.2024 00:00
12;3016;1;70;24.08.2024 00:00
13;5677;1;67;21.09.2024 00:00
14;6752;1;60;18.12.2023 00:00
15;1324;1;66;26.07.2021 00:00
16;5861;1;77;4.07.2024 00:00
17;192;1;86;9.12.2023 00:00
18;3599;1;68;19.08.2021 00:00
19;6488;1;99;19.01.2023 00:00
20;4639;1;71;20.11.2022 00:00
21;1537;1;76;23.01.2023 00:00
22;119;1;79;1.02.2023 00:00
23;575;1;75;23.11.2022 00:00
24;4100;1;53;3.04.2024 00:00
25;5630;1;57;22.01.2024 00:00
26;5080;1;72;22.08.2021 00:00
27;6442;1;53;19.01.2024 00:00
28;5975;1;80;20.11.2024 00:00
29;5329;1;81;22.10.2022 00:00
30;4894;1;94;7.11.2021 00:00
31;2496;1;82;6.08.2021 00:00
32;3508;1;92;8.12.2023 00:00
33;3347;1;83;21.01.2021 00:00
34;4883;1;88;8.10.2024 00:00
35;4583;1;96;13.11.2022 00:00
36;5570;1;79;24.09.2024 00:00
37;5676;1;67;20.10.2021 00:00
38;1081;1;91;1.04.2024 00:00
39;2568;1;87;9.11.2024 00:00
40;1603;1;55;20.05.2022 00:00
41;542;1;89;26.04.2022 00:00
42;2951;1;83;20.06.2022 00:00
43;3530;1;94;14.07.2023 00:00
44;3036;1;56;6.02.2023 00:00
45;4658;1;50;14.11.2023 00:00
46;1284;1;80;6.03.2024 00:00
47;1982;1;96;5.09.2021 00:00
48;5048;1;51;6.03.2023 00:00
49;4153;1;59;7.12.2022 00:00
50;1608;1;70;5.11.2022 00:00
51;6352;1;98;17.08.2023 00:00
52;4042;1;63;1.04.2021 00:00
53;1536;1;60;21.09.2024 00:00
54;966;1;78;23.05.2023 00:00
55;4013;1;70;2.12.2023 00:00
56;635;1;55;26.11.2022 00:00
57;1848;1;71;26.12.2023 00:00
58;6582;1;93;1.10.2024 00:00
59;2874;1;73;2.03.2021 00:00
60;6126;1;88;17.05.2021 00:00
61;5893;1;70;23.05.2023 00:00
62;3815;1;99;2.11.2024 00:00
63;2706;1;54;11.09.2023 00:00
64;6270;1;69;25.01.2021 00:00
65;5706;1;72;22.05.2021 00:00
66;3573;1;92;7.04.2021 00:00
67;6755;1;79;11.04.2021 00:00
68;6093;1;74;3.03.2024 00:00
69;1593;1;100;7.08.2023 00:00
70;1672;1;85;8.01.2024 00:00
71;4097;1;61;3.04.2022 00:00
72;5918;1;88;12.03.2021 00:00
73;1379;1;55;8.02.2021 00:00
74;4403;1;71;6.06.2021 00:00
75;3778;1;100;9.12.2023 00:00
76;6717;1;95;9.11.2021 00:00
77;3543;1;98;26.01.2022 00:00
78;2459;1;76;18.05.2022 00:00
79;6283;1;92;2.07.2023 00:00
80;5622;1;94;12.11.2024 00:00
81;3990;1;63;19.09.2023 00:00
82;5982;1;61;4.03.2023 00:00
83;2594;1;58;2.03.2024 00:00
84;4149;1;54;12.05.2022 00:00
85;1225;1;75;25.06.2024 00:00
86;5924;1;51;27.01.2024 00:00
87;1929;1;77;4.11.2022 00:00
88;3607;1;72;1.06.2022 00:00
89;964;1;87;19.06.2023 00:00
90;6285;1;88;1.04.2024 00:00
91;5517;1;58;23.08.2022 00:00
92;424;1;86;5.01.2023 00:00
93;3572;1;66;4.06.2024 00:00
94;5865;1;97;7.03.2023 00:00
95;3328;1;83;3.10.2021 00:00
96;4875;1;81;1.05.2022 00:00
97;2010;1;51;18.09.2022 00:00
98;1158;1;69;17.01.2023 00:00
99;6484;1;62;12.11.2022 00:00
100;2366;1;58;26.10.2024 00:00
101;1363;1;78;20.11.2022 00:00
102;1986;1;97;4.04.2022 00:00
103;3132;1;74;2.12.2023 00:00
104;2465;1;61;4.02.2023 00:00
105;4940;1;50;14.09.2024 00:00
106;4249;1;61;10.03.2024 00:00
107;5316;1;54;15.02.2021 00:00
108;2749;1;92;2.04.2023 00:00
109;361;1;100;21.06.2024 00:00
110;938;1;95;25.01.2023 00:00
111;324;1;65;20.01.2021 00:00
112;1048;1;60;7.05.2023 00:00
113;6233;1;69;1.07.2024 00:00
114;6500;1;62;25.04.2022 00:00
115;544;1;66;5.11.2024 00:00
116;840;1;54;4.04.2024 00:00
117;4202;1;95;1.05.2021 00:00
118;911;1;85;5.09.2022 00:00
119;2963;1;91;13.05.2022 00:00
120;3272;1;57;13.07.2021 00:00
121;3463;1;63;22.03.2022 00:00
122;2791;1;50;10.05.2023 00:00
123;530;1;55;11.07.2022 00:00
124;2526;1;80;21.08.2021 00:00
125;5153;1;74;6.08.2022 00:00
126;1249;1;55;8.01.2022 00:00
127;4726;1;74;26.12.2022 00:00
128;5400;1;79;8.01.2023 00:00
129;6298;1;52;19.03.2023 00:00
130;6620;1;56;21.02.2022 00:00
131;2884;1;65;27.08.2024 00:00
132;442;1;69;21.03.2024 00:00
133;5684;1;78;12.04.2023 00:00
134;5347;1;89;4.06.2024 00:00
135;6237;1;68;11.11.2024 00:00
136;2070;1;52;2.08.2021 00:00
137;5340;1;93;14.10.2024 00:00
138;251;1;62;25.06.2022 00:00
139;4066;1;79;5.07.2022 00:00
140;1793;1;85;5.11.2021 00:00
141;6046;1;79;2.11.2022 00:00
142;2491;1;97;20.05.2021 00:00
143;3804;1;59;21.09.2024 00:00
144;3215;1;58;23.03.2024 00:00
145;919;1;70;25.06.2024 00:00
146;684;1;81;26.05.2023 00:00
147;1418;1;56;8.09.2021 00:00
148;4860;1;96;21.03.2024 00:00
149;6043;1;77;1.07.2021 00:00
150;5277;1;59;22.06.2021 00:00
151;6375;1;61;27.04.2022 00:00
152;1739;1;78;9.07.2021 00:00
153;5968;1;93;12.07.2024 00:00
154;1726;1;65;7.03.2022 00:00
155;643;1;63;23.08.2021 00:00
156;2176;1;97;10.09.2021 00:00
157;3861;1;86;7.04.2021 00:00
158;2114;1;70;16.08.2023 00:00
159;3561;1;93;16.07.2023 00:00
160;2467;1;65;13.10.2021 00:00
161;1523;1;72;27.06.2022 00:00
162;6350;1;90;23.11.2022 00:00
163;1378;1;65;11.03.2023 00:00
164;6779;1;78;1.03.2024 00:00
165;4161;1;55;1.11.2021 00:00
166;1502;1;96;11.09.2024 00:00
167;4406;1;59;6.05.2024 00:00
168;517;1;89;12.10.2024 00:00
169;294;1;59;13.02.2023 00:00
170;6574;1;61;6.03.2024 00:00
171;5426;1;87;3.03.2023 00:00
172;1699;1;86;5.12.2022 00:00
173;3763;1;84;12.06.2022 00:00
174;1360;1;82;23.03.2024 00:00
175;3712;1;68;23.02.2023 00:00
176;4264;1;61;10.03.2024 00:00
177;5659;1;61;25.03.2021 00:00
178;2728;1;94;4.07.2021 00:00
179;2403;1;82;22.11.2023 00:00
180;264;1;92;12.12.2021 00:00
181;1790;1;54;4.09.2024 00:00
182;6205;1;66;15.06.2024 00:00
183;5;1;59;26.11.2023 00:00
184;6727;1;63;11.11.2023 00:00
185;4537;1;58;11.02.2024 00:00
186;4830;1;90;5.01.2022 00:00
187;128;1;73;24.06.2024 00:00
188;1679;1;50;13.07.2024 00:00
189;3529;1;89;12.12.2024 00:00
190;1461;1;99;25.07.2022 00:00
191;584;1;64;24.06.2022 00:00
192;2664;1;82;16.05.2022 00:00
193;1641;1;60;16.04.2021 00:00
194;6735;1;90;24.07.2021 00:00
195;1836;1;82;4.11.2022 00:00
196;3247;1;71;18.01.2024 00:00
197;6793;1;89;27.08.2021 00:00
198;6433;1;62;6.10.2022 00:00
199;1853;1;100;10.08.2024 00:00
200;2038;1;57;18.01.2022 00:00
201;1510;1;98;18.01.2024 00:00
202;1364;1;87;7.12.2023 00:00
203;4865;1;52;26.06.2023 00:00
204;2855;1;71;21.12.2022 00:00
205;4677;1;85;11.05.2021 00:00
206;3699;1;81;3.04.2022 00:00
207;610;1;63;17.07.2024 00:00
208;1534;1;57;17.09.2023 00:00
209;1238;1;52;27.05.2023 00:00
210;410;1;51;19.05.2024 00:00
211;1585;1;86;25.11.2022 00:00
212;841;1;93;16.11.2021 00:00
213;1268;1;98;26.06.2021 00:00
214;1105;1;53;6.01.2024 00:00
215;6401;1;81;14.03.2022 00:00
216;3669;1;85;21.09.2024 00:00
217;6629;1;86;10.08.2024 00:00
218;5530;1;52;20.05.2022 00:00
219;4191;1;76;24.11.2023 00:00
220;4929;1;52;21.02.2021 00:00
221;3179;1;89;27.07.2023 00:00
222;4876;1;72;3.09.2024 00:00
223;2235;1;71;11.03.2024 00:00
224;6777;1;50;2.01.2021 00:00
225;511;1;83;10.08.2022 00:00
226;6834;1;91;23.04.2022 00:00
227;592;1;84;14.12.2023 00:00
228;4294;1;52;20.04.2021 00:00
229;445;1;64;15.04.2021 00:00
230;3005;1;54;6.01.2021 00:00
231;2759;1;58;4.10.2022 00:00
232;4801;1;95;6.03.2024 00:00
233;3211;1;60;22.08.2023 00:00
234;6808;1;68;9.03.2024 00:00
235;3941;1;59;3.10.2022 00:00
236;1632;1;70;21.10.2024 00:00
237;5573;1;70;13.07.2022 00:00
238;2377;1;79;14.04.2021 00:00
239;5830;1;93;22.01.2022 00:00
240;1385;1;51;23.07.2024 00:00
241;3217;1;91;17.09.2022 00:00
242;3872;1;61;17.10.2023 00:00
243;1279;1;90;25.06.2023 00:00
244;2909;1;99;12.10.2024 00:00
245;5038;1;57;15.10.2021 00:00
246;2670;1;76;9.10.2023 00:00
247;5587;1;51;5.03.2024 00:00
248;4790;1;63;5.01.2024 00:00
249;1366;1;62;1.01.2022 00:00
250;2764;1;64;13.02.2024 00:00
251;3483;1;50;19.06.2021 00:00
252;4109;1;81;10.06.2022 00:00
253;3144;1;69;16.12.2022 00:00
254;4060;1;91;15.12.2024 00:00
255;1387;1;60;16.03.2024 00:00
256;3373;1;61;21.10.2024 00:00
257;3488;1;60;16.03.2023 00:00
258;6363;1;79;22.12.2022 00:00
259;1558;1;78;7.09.2022 00:00
260;5868;1;82;16.05.2022 00:00
261;5294;1;88;6.10.2021 00:00
262;5437;1;92;14.07.2024 00:00
263;4655;1;88;6.06.2022 00:00
264;3537;1;54;20.12.2024 00:00
265;3876;1;53;3.03.2023 00:00
266;2957;1;78;27.11.2021 00:00
267;3891;1;98;12.06.2022 00:00
268;5719;1;65;4.06.2021 00:00
269;2708;1;92;23.12.2022 00:00
270;1571;1;52;6.06.2024 00:00
271;852;1;86;6.07.2022 00:00
272;6607;1;78;11.01.2023 00:00
273;6436;1;66;1.07.2024 00:00
274;2617;1;81;14.10.2022 00:00
275;1282;1;93;4.04.2024 00:00
276;5604;1;55;23.05.2024 00:00
277;4023;1;74;14.10.2024 00:00
278;2904;1;96;25.07.2022 00:00
279;875;1;80;23.04.2022 00:00
280;2766;1;83;17.02.2024 00:00
281;2547;1;53;18.07.2024 00:00
282;3565;1;55;20.10.2024 00:00
283;3651;1;63;24.08.2021 00:00
284;2046;1;68;23.12.2023 00:00
285;4096;1;93;4.06.2021 00:00
286;2421;1;50;26.02.2024 00:00
287;1296;1;81;4.11.2022 00:00
288;6154;1;66;12.06.2023 00:00
289;5913;1;79;8.11.2021 00:00
290;6803;1;99;17.10.2024 00:00
291;5561;1;60;24.03.2023 00:00
292;3341;1;59;23.10.2023 00:00
293;1448;1;80;8.07.2024 00:00
294;1760;1;87;9.12.2023 00:00
295;284;1;81;4.09.2023 00:00
296;55;1;60;2.04.2024 00:00
297;868;1;50;2.12.2022 00:00
298;1869;1;74;23.02.2022 00:00
299;1058;1;81;18.12.2022 00:00
300;120;1;85;16.08.2021 00:00
301;6335;1;85;7.03.2023 00:00
302;2495;1;75;3.05.2021 00:00
303;4968;1;85;8.05.2023 00:00
304;4162;1;61;14.07.2023 00:00
305;1959;1;92;18.12.2023 00:00
306;5230;1;68;17.07.2023 00:00
307;889;1;59;10.04.2024 00:00
308;3668;1;57;14.11.2023 00:00
309;3387;1;77;18.02.2022 00:00
310;3317;1;68;9.02.2024 00:00
311;4517;1;54;16.06.2021 00:00
312;743;1;76;24.11.2024 00:00
313;4303;1;69;19.03.2021 00:00
314;3481;1;99;26.04.2024 00:00
315;3558;1;55;4.04.2021 00:00
316;3632;1;81;17.03.2024 00:00
317;4859;1;82;7.01.2024 00:00
318;3512;1;83;10.12.2023 00:00
319;4171;1;75;23.07.2023 00:00
320;4407;1;73;12.11.2023 00:00
321;276;1;95;1.09.2024 00:00
322;31;1;74;23.07.2022 00:00
323;5752;1;64;11.04.2021 00:00
324;1099;1;81;13.05.2024 00:00
325;3293;1;93;26.07.2023 00:00
326;3835;1;71;13.06.2021 00:00
327;5497;1;51;1.04.2023 00:00
328;4104;1;54;17.01.2023 00:00
329;5359;1;53;15.07.2023 00:00
330;3709;1;57;18.01.2022 00:00
331;545;1;78;2.05.2023 00:00
332;203;1;83;24.10.2021 00:00
333;5451;1;82;6.08.2022 00:00
334;877;1;88;6.01.2023 00:00
335;1036;1;61;7.10.2023 00:00
336;4374;1;76;16.05.2023 00:00
337;2080;1;95;6.07.2021 00:00
338;6020;1;54;13.05.2024 00:00
339;6820;1;93;6.05.2021 00:00
340;2058;1;64;10.07.2023 00:00
341;5757;1;65;2.03.2022 00:00
342;5833;1;62;19.03.2022 00:00
343;6347;1;57;1.02.2023 00:00
344;903;1;87;21.06.2022 00:00
345;4437;1;69;1.01.2023 00:00
346;531;1;52;19.02.2021 00:00
347;1586;1;89;13.12.2021 00:00
348;792;1;69;23.03.2024 00:00
